"Pokedex Number","Pokemon Name","Classification","Legendary Type","Height","Weight","Primary Type","Secondary Type","Primary Ability","Primary Ability Description","Secondary Ability","Secondary Ability Description","Hidden Ability","Hidden Ability Description","Male Ratio","Female Ratio","Games of Origin","Health EV","Attack EV","Defense EV","Special Attack EV","Special Defense EV","Speed EV","Catch Rate","Experience Growth Name","Experience Growth Total","Experience Yield","Base Happiness","Health Base Stat","Attack Base Stat","Defense Base Stat","Special Attack Base Stat","Special Defense Base Stat","Speed Base Stat","Primary Egg Group","Secondary Egg Group","Cycle Count","Pre-Evolution Pokedex Number","Evolution Method","Evolution Details","Original Pokemon","Form Name"
"741-1","Oricorio","Dancing Pokemon","",".60","3.40","Electric","Flying","Dancer","When another Pokemon uses a dance move, it can use a dance move following it regardless of its Speed.","","","","","25","75","Sun / Moon","0","0","0","2","0","0","45","Medium Fast","1000000","167","70","75","70","70","98","70","93","Flying","","20","","","","741","Pom-Pom Style"
"741-2","Oricorio","Dancing Pokemon","",".60","3.40","Psychic","Flying","Dancer","When another Pokemon uses a dance move, it can use a dance move following it regardless of its Speed.","","","","","25","75","Sun / Moon","0","0","0","2","0","0","45","Medium Fast","1000000","167","70","75","70","70","98","70","93","Flying","","20","","","","741","Pa'u Style"
"741-3","Oricorio","Dancing Pokemon","",".60","3.40","Ghost","Flying","Dancer","When another Pokemon uses a dance move, it can use a dance move following it regardless of its Speed.","","","","","25","75","Sun / Moon","0","0","0","2","0","0","45","Medium Fast","1000000","167","70","75","70","70","98","70","93","Flying","","20","","","","741","Sensu Style"
"779","Bruxish","Gnash Teeth Pokemon","",".90","19.00","Water","Psychic","Dazzling","Surprises the opposing Pokemon, making it unable to attack using priority moves.","Strong Jaw","The Pokemon's strong jaw boosts the power of its biting moves.","Wonder Skin","Makes status moves more likely to miss.","50","50","Sun / Moon","0","2","0","0","0","0","80","Medium Fast","1000000","166","70","68","105","70","70","70","92","Water 2","","15","","","","",""
"566","Archen","First Bird Pokemon","",".50","9.50","Rock","Flying","Defeatist","Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.","","","","","87.5","12.5","Black / White","0","1","0","0","0","0","45","Medium Fast","1000000","71","70","55","112","45","74","45","70","Flying","Water 3","30","","","","",""
"567","Archeops","First Bird Pokemon","","1.40","32.00","Rock","Flying","Defeatist","Halves the Pokemon's Attack and Sp. Atk stats when its HP becomes half or less.","","","","","87.5","12.5","Black / White","0","2","0","0","0","0","45","Medium Fast","1000000","177","70","75","140","65","112","65","110","Flying","Water 3","30","566","Level Up","Level 37","",""
"778","Mimikyu","Disguise Pokemon","",".20",".70","Ghost","Fairy","Disguise","Once per battle, the shroud that covers the Pokemon can protect it from an attack.","","","","","50","50","Sun / Moon","0","0","0","0","2","0","45","Medium Fast","1000000","167","70","55","90","80","50","105","96","Amorphous","","20","","","","",""
"694","Helioptile","Generator Pokemon","",".50","6.00","Electric","Normal","Dry Skin","Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","Solar Power","Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.","50","50","X / Y","0","0","0","0","0","1","190","Medium Fast","1000000","58","70","44","38","33","61","43","70","Monster","Dragon","20","","","","",""
"695","Heliolisk","Generator Pokemon","","1.00","21.00","Electric","Normal","Dry Skin","Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","Solar Power","Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.","50","50","X / Y","0","0","0","1","0","1","75","Medium Fast","1000000","168","70","62","55","52","109","94","109","Monster","Dragon","20","694","Evolutionary Stone","Sun Stone","",""
"228","Houndour","Dark Pokemon","",".60","10.80","Dark","Fire","Early Bird","The Pokemon awakens twice as fast as other Pokemon from sleep.","Flash Fire","Powers up the Pokemon's Fire-type moves if it's hit by one.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Gold / Silver / Crystal","0","0","0","1","0","0","120","Slow","1250000","66","35","45","60","30","80","50","65","Field","","20","","","","",""
"229","Houndoom","Dark Pokemon","","1.40","35.00","Dark","Fire","Early Bird","The Pokemon awakens twice as fast as other Pokemon from sleep.","Flash Fire","Powers up the Pokemon's Fire-type moves if it's hit by one.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Gold / Silver / Crystal","0","0","0","2","0","0","45","Slow","1250000","175","35","75","90","50","110","80","95","Field","","20","228","Level Up","Level 24","",""
"115","Kangaskhan","Parent Pokemon","","2.20","80.00","Normal","","Early Bird","The Pokemon awakens twice as fast as other Pokemon from sleep.","Scrappy","The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","0","100","Red / Blue / Yellow","2","0","0","0","0","0","45","Medium Fast","1000000","172","70","105","95","80","40","80","90","Monster","","20","","","","",""
"590","Foongus","Mushroom Pokemon","",".20","1.00","Grass","Poison","Effect Spore","Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.","","","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Black / White","1","0","0","0","0","0","190","Medium Fast","1000000","59","70","69","55","45","55","55","15","Grass","","20","","","","",""
"591","Amoonguss","Mushroom Pokemon","",".60","10.50","Grass","Poison","Effect Spore","Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.","","","Regenerator","Restores a little HP when withdrawn from battle.","50","50","Black / White","2","0","0","0","0","0","75","Medium Fast","1000000","162","70","114","85","70","85","80","30","Grass","","20","590","Level Up","Level 39","",""
"46","Paras","Mushroom Pokemon","",".30","5.40","Bug","Grass","Effect Spore","Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.","Dry Skin","Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","50","50","Red / Blue / Yellow","0","1","0","0","0","0","190","Medium Fast","1000000","57","70","35","70","55","45","55","25","Bug","Grass","20","","","","",""
"47","Parasect","Mushroom Pokemon","","1.00","29.50","Bug","Grass","Effect Spore","Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.","Dry Skin","Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","50","50","Red / Blue / Yellow","0","2","1","0","0","0","75","Medium Fast","1000000","142","70","60","95","80","60","80","30","Bug","Grass","20","46","Level Up","Level 24","",""
"285","Shroomish","Mushroom Pokemon","",".40","4.50","Grass","","Effect Spore","Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.","Poison Heal","Restores HP if the Pokemon is poisoned, instead of losing HP.","Quick Feet","Boosts the Speed stat if the Pokemon has a status condition.","50","50","Ruby / Sapphire","1","0","0","0","0","0","255","Fluctuating","1640000","59","70","60","40","60","40","60","35","Fairy","Grass","15","","","","",""
"286","Breloom","Mushroom Pokemon","","1.20","39.20","Grass","Fighting","Effect Spore","Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.","Poison Heal","Restores HP if the Pokemon is poisoned, instead of losing HP.","Technician","Powers up the Pokemon's weaker moves.","50","50","Ruby / Sapphire","0","2","0","0","0","0","90","Fluctuating","1640000","161","70","60","130","80","60","60","70","Fairy","Grass","15","285","Level Up","Level 23","",""
"768","Golisopod","Hard Scale Pokemon","","2.00","108.00","Bug","Water","Emergency Exit","The Pokemon, sensing danger, switches out when its HP becomes half or less.","","","","","50","50","Sun / Moon","0","0","2","0","0","0","45","Medium Fast","1000000","186","70","75","125","140","60","90","40","Bug","Water 3","20","767","Level Up","Level 30","",""
"306-1","Aggron","Iron Armor Pokemon","","2.20","395.00","Steel","","Filter","Reduces the power of supereffective attacks taken.","","","","","50","50","X / Y","0","0","3","0","0","0","45","Slow","1250000","284","35","70","140","230","60","80","50","Monster","","35","","","","306","Mega Evolution"
"421","Cherrim","Blossom Pokemon","",".50","9.30","Grass","","Flower Gift","Boosts the Attack and Sp. Def stats of itself and allies when it is sunny.","","","","","50","50","Diamond / Pearl","0","0","0","2","0","0","75","Medium Fast","1000000","158","70","70","60","70","87","78","85","Fairy","Grass","20","420","Level Up","Level 25","",""
"669","Flabebe","Single Bloom Pokemon","",".10",".10","Fairy","","Flower Veil","Ally Grass-type Pokemon are protected from status conditions and the lowering of their stats.","","","Symbiosis","The Pokemon passes its item to an ally that has used up an item.","0","100","X / Y","0","0","0","0","1","0","225","Medium Fast","1000000","61","70","44","38","39","61","79","42","Fairy","","20","","","","",""
"670","Floette","Single Bloom Pokemon","",".20",".90","Fairy","","Flower Veil","Ally Grass-type Pokemon are protected from status conditions and the lowering of their stats.","","","Symbiosis","The Pokemon passes its item to an ally that has used up an item.","0","100","X / Y","0","0","0","0","2","0","120","Medium Fast","1000000","130","70","54","45","47","75","98","52","Fairy","","20","669","Level Up","Level 19","",""
"671","Florges","Garden Pokemon","","1.10","10.00","Fairy","","Flower Veil","Ally Grass-type Pokemon are protected from status conditions and the lowering of their stats.","","","Symbiosis","The Pokemon passes its item to an ally that has used up an item.","0","100","X / Y","0","0","0","0","3","0","45","Medium Fast","1000000","248","70","78","65","68","112","154","75","Fairy","","20","670","Evolutionary Stone","Shiny Stone","",""
"764","Comfey","Posy Picker Pokemon","",".10",".30","Fairy","","Flower Veil","Ally Grass-type Pokemon are protected from status conditions and the lowering of their stats.","Triage","Gives priority to a healing move.","Natural Cure","All status conditions heal when the Pokemon switches out.","25","75","Sun / Moon","0","0","0","0","2","0","60","Fast","800000","170","70","51","52","90","82","110","100","Grass","","20","","","","",""
"760","Bewear","Strong Arm Pokemon","","2.10","135.00","Normal","Fighting","Fluffy","Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.","Klutz","The Pokemon can't use any held items.","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","50","50","Sun / Moon","0","2","0","0","0","0","70","Medium Fast","1000000","175","70","120","125","80","55","60","60","Field","","15","759","Level Up","Level 27","",""
"759","Stufful","Flailing Pokemon","",".50","6.80","Normal","Fighting","Fluffy","Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.","Klutz","The Pokemon can't use any held items.","Cute Charm","Contact with the Pokemon may cause infatuation.","50","50","Sun / Moon","0","1","0","0","0","0","140","Medium Fast","1000000","68","70","70","75","50","45","50","50","Field","","15","","","","",""
"351","Castform","Weather Pokemon","",".30",".80","Normal","","Forecast","The Pokemon transforms with the weather to change its type to Water, Fire, or Ice.","","","","","50","50","Ruby / Sapphire","1","0","0","0","0","0","45","Medium Fast","1000000","147","70","70","70","70","70","70","70","Fairy","Amorphous","25","","","","",""
"351-1","Castform","Weather Pokemon","",".30",".80","Fire","","Forecast","The Pokemon transforms with the weather to change its type to Water, Fire, or Ice.","","","","","50","50","Ruby / Sapphire","1","0","0","0","0","0","45","Medium Fast","1000000","147","70","70","70","70","70","70","70","Fairy","Amorphous","25","","","","351","Sunny"
"351-2","Castform","Weather Pokemon","",".30",".80","Water","","Forecast","The Pokemon transforms with the weather to change its type to Water, Fire, or Ice.","","","","","50","50","Ruby / Sapphire","1","0","0","0","0","0","45","Medium Fast","1000000","147","70","70","70","70","70","70","70","Fairy","Amorphous","25","","","","351","Rainy"
"351-3","Castform","Weather Pokemon","",".30",".80","Ice","","Forecast","The Pokemon transforms with the weather to change its type to Water, Fire, or Ice.","","","","","50","50","Ruby / Sapphire","1","0","0","0","0","0","45","Medium Fast","1000000","147","70","70","70","70","70","70","70","Fairy","Amorphous","25","","","","351","Snowy"
"517","Munna","Dream Eater Pokemon","",".60","23.30","Psychic","","Forewarn","When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Black / White","1","0","0","0","0","0","190","Fast","800000","58","70","76","25","45","67","55","24","Field","","10","","","","",""
"518","Musharna","Drowsing Pokemon","","1.10","60.50","Psychic","","Forewarn","When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Black / White","2","0","0","0","0","0","75","Fast","800000","170","70","116","55","85","107","95","29","Field","","10","517","Evolutionary Stone","Moon Stone","",""
